UTC time,3_temperature,3_humidity,3_pressure,3_pm1,3_pm25,3_pm10,140_temperature,140_humidity,140_pressure,140_pm1,140_pm25,140_pm10,142_temperature,142_humidity,142_pressure,142_pm1,142_pm25,142_pm10,147_temperature,147_humidity,147_pressure,147_pm1,147_pm25,147_pm10,169_temperature,169_humidity,169_pressure,169_pm1,169_pm25,169_pm10,170_temperature,170_humidity,170_pressure,170_pm1,170_pm25,170_pm10,171_temperature,171_humidity,171_pressure,171_pm1,171_pm25,171_pm10,172_temperature,172_humidity,172_pressure,172_pm1,172_pm25,172_pm10,173_temperature,173_humidity,173_pressure,173_pm1,173_pm25,173_pm10,174_temperature,174_humidity,174_pressure,174_pm1,174_pm25,174_pm10,176_temperature,176_humidity,176_pressure,176_pm1,176_pm25,176_pm10,177_temperature,177_humidity,177_pressure,177_pm1,177_pm25,177_pm10,178_temperature,178_humidity,178_pressure,178_pm1,178_pm25,178_pm10,179_temperature,179_humidity,179_pressure,179_pm1,179_pm25,179_pm10,180_temperature,180_humidity,180_pressure,180_pm1,180_pm25,180_pm10,181_temperature,181_humidity,181_pressure,181_pm1,181_pm25,181_pm10,182_temperature,182_humidity,182_pressure,182_pm1,182_pm25,182_pm10,183_temperature,183_humidity,183_pressure,183_pm1,183_pm25,183_pm10,184_temperature,184_humidity,184_pressure,184_pm1,184_pm25,184_pm10,185_temperature,185_humidity,185_pressure,185_pm1,185_pm25,185_pm10,187_temperature,187_humidity,187_pressure,187_pm1,187_pm25,187_pm10,189_temperature,189_humidity,189_pressure,189_pm1,189_pm25,189_pm10,192_temperature,192_humidity,192_pressure,192_pm1,192_pm25,192_pm10,194_temperature,194_humidity,194_pressure,194_pm1,194_pm25,194_pm10,195_temperature,195_humidity,195_pressure,195_pm1,195_pm25,195_pm10,196_temperature,196_humidity,196_pressure,196_pm1,196_pm25,196_pm10,201_temperature,201_humidity,201_pressure,201_pm1,201_pm25,201_pm10,202_temperature,202_humidity,202_pressure,202_pm1,202_pm25,202_pm10,203_temperature,203_humidity,203_pressure,203_pm1,203_pm25,203_pm10,204_temperature,204_humidity,204_pressure,204_pm1,204_pm25,204_pm10,205_temperature,205_humidity,205_pressure,205_pm1,205_pm25,205_pm10,208_temperature,208_humidity,208_pressure,208_pm1,208_pm25,208_pm10,209_temperature,209_humidity,209_pressure,209_pm1,209_pm25,209_pm10,210_temperature,210_humidity,210_pressure,210_pm1,210_pm25,210_pm10,211_temperature,211_humidity,211_pressure,211_pm1,211_pm25,211_pm10,212_temperature,212_humidity,212_pressure,212_pm1,212_pm25,212_pm10,213_temperature,213_humidity,213_pressure,213_pm1,213_pm25,213_pm10,214_temperature,214_humidity,214_pressure,214_pm1,214_pm25,214_pm10,215_temperature,215_humidity,215_pressure,215_pm1,215_pm25,215_pm10,216_temperature,216_humidity,216_pressure,216_pm1,216_pm25,216_pm10,218_temperature,218_humidity,218_pressure,218_pm1,218_pm25,218_pm10,219_temperature,219_humidity,219_pressure,219_pm1,219_pm25,219_pm10,220_temperature,220_humidity,220_pressure,220_pm1,220_pm25,220_pm10,221_temperature,221_humidity,221_pressure,221_pm1,221_pm25,221_pm10,222_temperature,222_humidity,222_pressure,222_pm1,222_pm25,222_pm10,223_temperature,223_humidity,223_pressure,223_pm1,223_pm25,223_pm10,225_temperature,225_humidity,225_pressure,225_pm1,225_pm25,225_pm10,226_temperature,226_humidity,226_pressure,226_pm1,226_pm25,226_pm10,227_temperature,227_humidity,227_pressure,227_pm1,227_pm25,227_pm10,228_temperature,228_humidity,228_pressure,228_pm1,228_pm25,228_pm10,263_temperature,263_humidity,263_pressure,263_pm1,263_pm25,263_pm10,622_temperature,622_humidity,622_pressure,622_pm1,622_pm25,622_pm10,713_temperature,713_humidity,713_pressure,713_pm1,713_pm25,713_pm10,808_temperature,808_humidity,808_pressure,808_pm1,808_pm25,808_pm10,857_temperature,857_humidity,857_pressure,857_pm1,857_pm25,857_pm10,895_temperature,895_humidity,895_pressure,895_pm1,895_pm25,895_pm10
2017-04-01T00:00:00,0,0,0,6,92,101906,72,68,104,0,0,0,0,101829,69,65,94,6,89,101877,47,45,71,6,88,101880,56,57,82,6,91,101890,60,60,86,0,101889,64,64,90,6,92,101898,50,51,79,6,91,101834,50,48,75,6,92,052,50,83,6,90,040,40,66,6,88,052,50,76,6,91,045,45,74,7,92,038,36,62,6,92,052,51,77,5,89,045,45,75,6,91,047,48,78,6,90,044,42,73,6,91,051,48,77,6,87,101893,44,43,72,7,92,101993,47,47,77,6,89,101885,48,48,75,6,-3097,101790,51,52,77,0,0,0,6,91,058,59,85,7,92,063,62,88,4,88,102100,69,66,93,6,89,052,51,80,7,92,101945,53,55,80,0,0,0,6,90,101929,48,45,68,6,88,101772,37,37,63,6,91,101906,46,44,71,0,0,0,7,91,101830,34,32,55,6,92,101832,55,55,85,5,89,102036,66,66,96,6,90,101995,39,39,65,6,92,102040,59,58,84,6,90,102090,36,36,61,5,88,102021,46,47,76,5,92,101848,52,51,82,7,92,101917,51,50,76,5,87,101869,52,48,69,5,90,101996,44,43,70,5,88,101918,58,55,73,6,89,101904,32,31,53,6,92,102195,55,54,82,6,90,101968,52,56,89,6,90,101932,45,45,73,6,88,102128,50,48,78,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01T01:00:00,0,0,0,6,92,101869,74,70,107,0,0,0,0,101793,73,69,99,6,89,101842,44,43,70,6,88,101841,50,50,77,5,91,101858,52,50,78,0,101855,61,62,88,5,92,101864,47,47,76,6,91,101799,52,50,76,6,92,055,53,86,6,91,036,36,61,5,87,061,60,85,5,91,044,44,73,6,92,047,46,74,6,92,052,52,78,5,89,047,47,77,6,91,042,42,71,5,90,045,43,74,5,91,043,41,69,5,87,101857,42,42,70,6,92,101961,49,50,80,5,90,101849,39,39,63,6,-3220,101757,44,44,71,0,0,0,5,90,049,50,77,6,92,065,64,91,4,89,102065,63,60,89,5,89,051,50,80,7,92,101912,50,52,77,0,0,0,6,90,101892,42,40,64,5,87,101736,36,36,61,6,91,101872,48,46,74,0,0,0,6,90,101794,28,27,46,5,92,101797,57,58,87,5,89,102004,56,55,88,6,91,101957,41,41,68,5,91,102011,58,57,84,5,89,102051,27,26,45,5,88,101986,43,43,72,5,92,101811,50,49,81,6,92,101879,52,51,78,5,87,101834,52,49,70,5,90,101965,44,44,71,5,87,101879,56,53,70,5,89,101867,29,27,46,5,92,102150,59,58,87,5,90,101937,34,33,57,5,90,101898,31,29,51,6,88,102105,54,53,83,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01T02:00:00,0,0,0,5,94,101837,63,58,98,0,0,0,0,101760,76,72,103,5,91,101812,50,49,75,5,91,101819,46,46,73,5,94,101829,46,44,73,0,101827,61,61,89,4,94,101833,48,48,77,4,94,101768,57,55,82,5,94,056,54,89,5,94,035,34,57,4,89,060,58,84,4,94,038,38,64,5,94,053,52,80,5,94,050,49,76,4,92,046,46,75,5,94,039,40,66,4,93,043,42,73,4,94,039,38,65,4,90,101826,41,40,67,5,94,101930,48,49,79,4,92,101821,32,31,52,5,-3261,101725,39,39,66,0,0,0,5,93,043,44,72,5,94,063,62,89,3,93,102031,48,46,74,4,92,048,47,77,6,94,101885,44,45,71,0,0,0,5,94,101864,44,41,65,4,91,101711,33,31,53,5,94,101842,53,52,79,0,0,0,5,93,101762,28,26,45,5,94,101768,58,59,88,4,93,101976,51,50,83,5,94,101934,40,40,66,4,94,101976,55,53,82,4,92,102017,25,24,41,4,91,101955,40,40,67,4,94,101782,48,48,78,5,94,101848,47,46,74,4,90,101808,54,50,72,4,94,101933,50,50,77,4,91,101854,53,50,66,4,93,101833,24,21,35,5,94,102118,57,56,85,5,93,101905,31,29,50,4,92,101863,29,27,47,5,91,102079,59,59,91,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01T03:00:00,0,0,0,5,92,101834,56,52,93,0,0,0,0,101757,73,70,100,4,88,101814,53,52,78,5,87,101811,53,53,80,4,91,101829,41,41,69,0,101823,62,63,90,0,101832,39,39,66,4,91,101765,62,61,88,5,91,059,57,92,5,90,033,33,55,4,86,054,52,80,4,91,035,35,59,5,92,056,55,83,5,92,046,46,74,4,89,046,46,75,5,91,035,35,59,4,89,044,42,74,4,90,045,43,71,4,86,101823,39,38,63,5,92,101929,51,51,82,4,90,101817,44,44,72,5,-3229,101724,39,39,66,0,0,0,5,89,040,40,67,5,92,057,56,81,3,90,102028,40,39,63,4,88,044,44,74,6,92,101882,37,37,64,0,0,0,5,90,101865,45,42,66,4,87,101709,30,28,48,5,91,101840,56,54,81,0,0,0,5,90,101758,28,26,45,4,92,101766,62,64,92,4,90,101976,48,49,81,5,91,101934,37,36,61,4,91,101976,54,52,81,4,89,102011,26,24,42,4,88,101958,38,38,64,4,92,101779,43,43,71,5,92,101847,46,45,73,4,87,101809,59,56,77,4,91,101931,52,52,79,4,87,101847,51,47,64,4,89,101829,23,20,33,4,92,102118,54,53,83,4,90,101900,35,35,60,4,89,101860,31,29,50,5,88,102081,59,59,92,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01T04:00:00,0,0,0,4,94,101832,52,49,89,0,0,0,0,101755,74,71,101,4,91,101806,45,44,71,4,91,101807,59,61,87,4,93,101829,41,40,69,0,101822,62,62,90,0,101828,41,41,69,4,94,101763,58,57,84,4,94,055,53,89,4,93,033,32,55,3,89,053,51,79,4,94,033,32,54,4,94,058,56,85,4,94,047,47,74,3,91,048,48,78,4,94,035,34,57,4,92,045,43,75,4,94,040,38,65,4,90,101822,37,36,60,4,94,101929,56,57,88,4,93,101814,50,50,81,5,-3417,101724,43,43,70,0,0,0,4,92,038,39,63,5,94,054,53,79,3,93,102027,42,41,66,4,91,043,44,73,5,94,101880,35,35,60,0,0,0,4,94,101858,41,38,63,3,90,101704,30,28,48,4,94,101838,56,54,82,0,0,0,5,94,101755,32,31,54,4,94,101764,59,60,89,3,92,101976,46,46,76,4,94,101931,35,35,59,4,94,101980,60,59,87,3,92,102002,23,21,35,4,91,101959,37,37,62,3,94,101778,44,44,73,4,94,101843,50,49,76,3,91,101801,58,54,76,3,94,101934,58,58,84,3,89,101847,47,43,61,3,93,101827,26,23,37,4,94,102120,50,49,79,4,94,101899,40,40,69,4,92,101861,33,31,55,4,91,102081,61,61,95,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01T05:00:00,0,0,0,5,94,101833,49,47,86,0,0,0,0,101756,78,75,106,5,94,101805,46,45,70,5,91,101809,56,56,83,5,94,101829,44,43,71,0,101824,58,58,83,5,94,101834,42,42,71,5,94,101767,48,46,74,5,94,061,59,93,5,94,033,32,54,5,93,053,50,75,5,94,034,33,56,5,94,057,56,84,5,94,047,47,73,4,93,054,53,83,6,94,035,34,57,4,94,054,52,82,4,94,038,36,62,4,92,101824,37,36,59,5,94,101924,53,53,82,4,93,101817,50,50,79,7,-5043,101734,47,47,69,0,0,0,4,92,040,40,66,5,94,059,58,83,3,93,102030,41,39,63,4,94,047,46,76,6,94,101884,38,38,63,0,0,0,7,94,101850,44,41,62,4,92,101703,31,29,50,5,94,101839,61,59,85,0,0,0,6,94,101761,32,31,54,6,94,101768,50,50,77,4,93,101968,44,44,74,5,94,101932,37,37,62,5,94,101966,57,57,82,4,94,102015,48,47,73,4,92,101952,40,40,67,4,94,101780,38,37,63,5,94,101843,50,49,77,4,92,101803,59,55,76,4,94,101932,58,59,84,4,91,101852,48,44,62,4,93,101834,35,34,57,5,94,102125,53,52,81,6,94,101905,49,48,75,4,94,101861,33,31,55,5,91,102083,62,63,97,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01T06:00:00,0,0,0,9,78,101842,55,50,90,0,0,0,0,101765,67,64,93,10,81,101809,36,34,58,9,75,101825,38,38,63,10,82,101846,45,42,66,0,101846,52,49,71,9,80,101850,44,43,69,9,78,101774,50,47,73,9,81,057,55,87,9,79,037,36,61,10,82,057,55,77,9,80,040,39,66,9,80,061,60,87,9,80,048,47,72,8,79,059,59,88,9,81,041,41,66,8,78,053,51,80,9,79,039,38,64,9,79,101836,35,34,57,9,79,101929,50,50,78,8,76,101826,52,51,79,11,-5312,101752,43,42,63,0,0,0,8,76,042,43,70,9,80,057,56,80,8,77,102038,50,47,74,9,80,040,39,64,12,83,101906,40,40,61,0,0,0,12,81,101857,43,40,59,9,78,101705,34,33,56,10,81,101849,58,57,80,0,0,0,10,80,101780,41,39,62,12,81,101794,45,44,65,8,74,101957,43,43,73,9,78,101939,37,37,62,10,81,101959,57,56,79,10,83,102032,52,51,72,8,78,101950,38,37,63,9,79,101788,46,44,71,9,79,101860,38,37,63,9,78,101796,62,58,77,8,80,101931,63,62,86,8,78,101857,56,53,70,9,80,101841,41,39,66,9,79,102134,52,50,77,10,80,101916,51,50,76,9,80,101864,38,37,64,9,75,102085,66,66,100,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01T07:00:00,0,0,0,11,66,101831,47,44,80,0,0,0,0,101756,52,48,79,13,70,101796,28,26,46,12,63,101815,30,28,48,15,72,101851,28,26,46,0,101847,32,29,49,12,66,101837,45,45,72,12,67,101762,43,41,64,12,70,043,40,71,13,70,034,32,54,15,74,032,29,47,12,68,035,34,57,12,68,057,55,81,12,69,039,38,63,11,68,040,39,65,12,68,029,28,48,11,67,037,35,60,12,68,031,29,50,12,67,101826,35,33,55,12,69,101915,35,34,58,11,65,101818,45,43,69,16,-8377,101748,28,25,44,0,0,0,11,63,036,35,59,13,70,049,47,69,11,62,102028,38,35,57,13,66,027,25,44,14,72,101897,31,30,52,0,0,0,15,67,101852,33,29,48,12,66,101697,31,29,51,14,66,101847,40,38,60,0,0,0,14,66,101788,35,33,52,16,65,101797,26,24,42,12,62,101919,36,35,60,12,66,101925,26,23,41,13,69,101930,39,37,60,15,70,102043,28,25,40,11,67,101939,29,28,47,11,66,101779,36,35,60,12,68,101855,31,29,52,13,59,101770,33,29,48,13,67,101905,47,45,65,11,67,101845,38,35,53,12,67,101833,31,28,49,12,67,102129,44,42,68,12,67,101906,38,37,63,11,67,101853,24,22,38,12,64,102059,53,52,81,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01T08:00:00,0,0,0,15,50,101798,35,33,60,0,0,0,0,101722,40,38,65,16,54,101754,21,18,32,15,47,101772,19,16,27,18,53,101822,23,20,36,0,101812,19,17,30,14,50,101793,22,20,33,15,50,101720,22,20,34,16,55,031,29,56,16,55,024,21,36,19,61,020,17,29,14,51,023,21,34,15,53,037,35,58,15,52,032,30,52,15,53,023,21,36,15,51,020,18,29,15,51,020,18,31,15,52,022,19,32,15,52,101790,23,20,32,18,58,101893,24,21,38,14,47,101780,24,22,37,21,-9150,101714,18,16,29,0,0,0,15,48,029,27,47,16,55,035,32,55,15,46,101993,20,16,25,17,47,019,17,27,16,52,101851,26,25,44,0,0,0,16,51,101816,25,23,41,15,49,101662,24,21,36,17,49,101808,27,24,43,0,0,0,18,46,101762,19,16,28,20,44,101770,16,14,23,15,46,101877,29,27,48,16,51,101882,21,19,33,19,48,101882,18,16,28,18,51,102010,15,13,22,14,50,101903,20,17,28,14,50,101740,29,27,47,15,51,101820,26,24,43,17,38,101734,18,15,22,18,45,101858,21,19,33,15,51,101802,21,18,27,15,50,101794,19,16,26,15,50,102092,30,28,49,15,50,101865,21,18,31,14,51,101816,12,10,17,15,48,102001,37,35,64,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01T09:00:00,0,0,0,17,42,101745,22,18,33,0,0,0,0,101667,21,18,30,18,46,101715,15,13,21,17,41,101718,19,17,27,18,43,101751,19,17,29,0,101748,18,16,27,17,42,101739,19,17,27,17,43,101663,19,16,28,18,46,017,14,26,21,53,020,17,30,20,50,012,10,15,17,44,024,22,37,17,45,013,11,18,17,45,020,18,31,18,46,014,12,19,18,45,017,15,25,17,44,016,14,25,17,45,022,19,33,18,46,101745,21,18,30,20,49,101798,13,11,18,16,40,101723,20,16,26,22,-7014,101669,14,12,20,0,0,0,17,41,021,18,30,19,46,022,19,35,17,38,101951,16,12,19,20,37,014,12,19,18,44,101796,22,20,34,0,0,0,18,43,101769,22,19,35,17,42,101611,21,18,31,18,41,101750,17,15,24,0,0,0,18,42,101701,18,16,26,22,37,101715,15,13,22,17,39,101812,23,20,36,19,42,101831,14,13,21,21,39,101836,14,12,20,20,44,101952,16,13,22,17,43,101851,15,13,21,17,42,101689,24,22,37,17,43,101766,18,16,27,21,33,101662,13,10,14,19,35,101804,13,11,18,17,42,101744,17,13,19,17,42,101742,13,10,16,17,42,102037,12,10,17,17,42,101808,11,9,15,16,43,101768,11,10,17,17,40,101944,21,18,32,0,0,0,0,0,0,0,0,0,0,0,0
